runner_id,age,sex,residence,split_1_segment_time,split_1_overall_place,split_1_pace,split_2_segment_time,split_2_overall_place,split_2_pace,split_3_segment_time,split_3_overall_place,split_3_pace,split_4_segment_time,split_4_overall_place,split_4_pace,split_5_segment_time,split_5_overall_place,split_5_pace,split_6_segment_time,split_6_overall_place,split_6_pace,split_7_segment_time,split_7_overall_place,split_7_pace,chipstart
6235,25.0,F,MN,1501,1624,484,1512,2026,487,3692,3705,537,3279,4612,592,2656,8838,1126,3073,8799,1025,1856,8266,844,70
6236,54.0,F,MN,1768,5168,569,1688,4177,544,3648,3431,530,3013,3082,544,1292,2551,548,1623,1673,541,1169,1882,532,384
6238,38.0,F,MN,1705,4056,549,1654,3694,533,3787,4468,550,3419,5311,617,1445,4434,613,1935,4394,645,1433,5291,652,360
6239,62.0,M,MN,1800,5608,580,1802,5747,580,3975,5436,578,3081,3506,556,1422,4160,603,1853,3668,618,1372,4474,624,567
6240,30.0,F,MN,1720,4315,554,1681,4075,541,3689,3688,536,3319,4840,599,1358,3402,576,1770,2958,590,1213,2434,552,331
6241,23.0,F,MN,1757,5014,566,1694,4261,546,3834,4707,557,3461,5534,625,1536,5375,651,1921,4263,641,1318,3761,599,451
6242,54.0,F,CA,2144,8443,690,2132,8281,687,5084,8490,739,4391,8206,793,2102,8531,892,2658,8325,886,1823,8142,829,276
6243,44.0,M,MN,1836,6053,591,1909,6921,615,4108,6095,597,3549,5969,641,1667,6578,707,2301,7000,767,1512,6182,688,352
6245,28.0,M,SD,1734,4643,558,1706,4479,550,3704,3830,538,3006,3034,543,1279,2378,542,1652,1885,551,1159,1755,527,419
6246,60.0,M,MN,1659,3422,534,1569,2634,505,3498,2609,508,2933,2573,530,1279,2380,542,1704,2327,568,1212,2420,551,308
6247,24.0,M,IL,1938,7095,624,1790,5607,576,3834,4712,557,3068,3433,554,1285,2460,545,1679,2114,560,1139,1542,518,372
6248,35.0,F,FL,1780,5343,573,1696,4289,546,3818,4625,555,3120,3770,564,1354,3360,574,1910,4163,637,1445,5436,657,412
6249,44.0,F,WI,1654,3344,533,1572,2703,506,3494,2570,508,2829,2023,511,1293,2584,549,1826,3425,609,1317,3745,599,306
6252,47.0,M,MN,1711,4181,551,1653,3689,533,3706,3840,539,2958,2723,534,1326,3006,562,1801,3215,601,1415,5073,643,383
6255,23.0,F,MN,1668,3544,537,1593,2987,513,3598,3143,523,3266,4538,590,1489,4911,632,2112,5826,704,1487,5932,676,388
6256,27.0,F,MN,1640,3117,528,1605,3101,517,3590,3093,522,2928,2551,529,1262,2179,535,1669,2031,557,1180,2022,537,356
6257,46.0,F,TX,1643,3154,529,1624,3323,523,3610,3207,525,2955,2704,534,1275,2332,541,1644,1822,548,1153,1698,524,334
6258,50.0,M,MN,1784,5397,574,1743,5087,561,3751,4255,545,3103,3659,560,1344,3250,570,1733,2598,578,1199,2248,545,396
6259,34.0,M,MN,2042,7909,658,2065,7975,665,4395,7201,639,3578,6086,646,1592,5927,675,1960,4596,654,1355,4255,616,576
6260,31.0,F,SD,1695,3935,546,1697,4305,547,3670,3554,533,2991,2912,540,1290,2528,547,1660,1952,554,1151,1671,523,459
6261,33.0,M,IN,1742,4788,561,1700,4369,548,3771,4359,548,3182,4087,575,1508,5093,640,2097,5702,699,1410,5007,641,326
6263,35.0,M,MN,1780,5341,573,1762,5333,568,3987,5507,579,3346,4994,604,1515,5170,643,2196,6376,732,1463,5648,665,545
6264,47.0,M,MN,1365,662,440,1399,942,451,3167,1075,460,2684,1306,485,1284,2454,545,1690,2206,564,1250,2912,569,276
6265,53.0,M,KY,1671,3604,538,1589,2942,512,3560,2932,517,2976,2811,537,1268,2251,538,1661,1970,554,1183,2042,538,307
6266,29.0,M,MN,1521,1877,490,1510,2001,486,3419,2195,497,2719,1462,491,1212,1665,514,1661,1967,554,1228,2620,559,274
6268,21.0,F,IL,1659,3426,534,1606,3121,517,3796,4520,552,4032,7534,728,1797,7357,762,2084,5597,695,1246,2849,567,350
6270,23.0,F,MN,1699,3987,547,1720,4764,554,3990,5530,580,3555,5999,642,1725,6960,732,2337,7185,779,1675,7422,762,384
6271,23.0,M,MN,1589,2575,512,1517,2079,489,3452,2357,502,3132,3837,566,1377,3656,584,1930,4346,644,1345,4112,612,302
6272,24.0,F,MN,1525,1955,491,1517,2071,489,3352,1810,487,2713,1429,490,1207,1597,512,1488,833,496,1025,630,466,296
6273,27.0,M,MN,1857,6262,598,1811,5844,583,4022,5688,584,3491,5696,630,1610,6118,683,2211,6467,737,1676,7428,762,461
6274,29.0,M,MN,1539,2087,496,1520,2117,490,3400,2117,494,3001,2987,542,1284,2451,545,1883,3940,628,1554,6581,706,281
6276,33.0,M,MN,1780,5355,573,1743,5090,561,3664,3525,533,3046,3291,550,1340,3198,568,1850,3642,617,1334,3961,607,653
6277,37.0,F,,1897,6654,611,1916,7025,617,4227,6645,614,4126,7756,745,2089,8507,886,2610,8186,870,1854,8255,843,611
6278,43.0,M,MB,1613,2804,520,1565,2600,504,3443,2304,500,2966,2763,536,1262,2173,535,1690,2207,564,1314,3699,597,279
6279,50.0,F,CT,1763,5108,568,1745,5119,562,3942,5277,573,3615,6236,653,1639,6340,695,2173,6253,725,1449,5472,659,375
6280,39.0,F,MN,1594,2625,513,1597,3023,514,3616,3238,526,3241,4355,585,1443,4403,612,1841,3541,614,1277,3246,581,296
6282,42.0,M,MN,1651,3285,532,1570,2649,506,3501,2647,509,2920,2507,527,1300,2697,552,1730,2566,577,1240,2780,564,316
6283,24.0,M,WI,1813,5800,584,1712,4594,551,3700,3792,538,3019,3118,545,1296,2627,550,1701,2297,567,1161,1787,528,428
6284,25.0,M,MN,1804,5685,581,1762,5322,567,3877,4950,563,3190,4112,576,1344,3244,570,1807,3275,603,1230,2643,559,469
6285,27.0,M,WI,1661,3456,535,1591,2954,512,3575,3020,520,2854,2167,515,1332,3092,565,1847,3597,616,1217,2478,554,317
6286,38.0,F,,1552,2219,500,1554,2467,501,3501,2646,509,2997,2952,541,1352,3331,573,1803,3241,601,1250,2909,568,337
6287,36.0,M,MN,1761,5071,567,1816,5961,585,4359,7079,633,3802,6929,687,1723,6947,731,1963,4627,655,1380,4595,628,342
6288,26.0,F,MN,1722,4334,554,1709,4547,551,3743,4198,544,2998,2958,542,1295,2599,549,1681,2137,561,1151,1674,524,414
6290,25.0,M,WI,1934,7049,623,1667,3866,537,3593,3118,522,3189,4110,576,1413,4064,599,1987,4825,663,1381,4605,628,437
6291,32.0,M,MN,1729,4493,557,1651,3652,532,3727,4070,542,3017,3107,545,1289,2520,547,1704,2325,568,1143,1590,520,395
6292,33.0,F,MN,1839,6086,592,1841,6258,593,4149,6270,603,3794,6903,685,1825,7531,774,2139,6018,713,1634,7160,743,572
6293,41.0,M,MN,1723,4358,555,1730,4917,557,3840,4752,558,3428,5352,619,1669,6592,708,2308,7037,770,1503,6088,683,425
6294,24.0,F,MN,1521,1874,490,1622,3308,522,4014,5645,583,3711,6619,670,1694,6763,718,2211,6463,737,1457,5565,662,283
6295,52.0,F,MN,1922,6942,619,1945,7259,626,4354,7062,633,3933,7291,710,1683,6686,714,2140,6029,714,1509,6161,686,466
6296,27.0,F,MN,1715,4225,552,1702,4402,548,3731,4105,542,2951,2679,533,1293,2560,548,1762,2875,588,1289,3395,586,386
6297,37.0,F,MN,1717,4256,553,1679,4049,541,3835,4725,557,3097,3621,559,1356,3388,575,1842,3550,614,1376,4535,626,355
6298,41.0,M,NE,1859,6279,599,1764,5357,568,3864,4890,562,3241,4356,585,1370,3571,581,1782,3058,594,1254,2966,570,444
6299,29.0,F,MN,1616,2834,520,1600,3056,515,3663,3519,532,3247,4408,586,1403,3965,595,1861,3737,621,1228,2614,558,305
6301,44.0,M,MN,1463,1341,471,1476,1587,475,3378,1990,491,3053,3341,551,1375,3638,583,1935,4389,645,1258,3010,572,274
6302,60.0,M,MN,1574,2425,507,1572,2696,506,3520,2740,512,2971,2789,537,1320,2943,560,1727,2553,576,1220,2521,555,284
6303,26.0,M,MN,1722,4339,555,1683,4105,542,3684,3653,535,2994,2930,541,1305,2742,554,1685,2163,562,1283,3330,584,423
6304,44.0,M,MN,1707,4090,550,1680,4067,541,3699,3770,538,3128,3813,565,1301,2707,552,1734,2605,578,1283,3322,583,371
6307,50.0,M,MN,1619,2855,521,1618,3268,521,3681,3630,535,3102,3649,560,1360,3423,577,1857,3696,619,1409,5001,641,360
6308,44.0,F,MN,1683,3767,542,1632,3405,526,3623,3279,526,3144,3894,568,1374,3624,583,1727,2550,576,1378,4570,627,391
6310,26.0,F,MN,1915,6856,617,1991,7558,641,4918,8314,715,4912,8740,887,2332,8801,989,2898,8719,966,2077,8724,944,364
6311,43.0,M,MN,1754,4977,565,1713,4604,552,3846,4788,559,3095,3608,559,1340,3207,569,1577,1375,526,1102,1158,501,443
6312,30.0,M,MN,1697,3962,547,1620,3295,522,3578,3033,520,3007,3038,543,1358,3410,576,1833,3480,611,1231,2660,560,336
6313,42.0,M,IA,1727,4454,556,1714,4644,552,3683,3642,535,2990,2899,540,1303,2729,553,1580,1390,527,1088,1058,495,435
6314,49.0,M,WI,1844,6143,594,1891,6729,609,4745,8035,690,4830,8697,872,2109,8552,894,2640,8267,880,1760,7840,800,566
6315,28.0,F,IA,1731,4557,558,1712,4595,551,4113,6118,598,4447,8284,803,1932,7982,819,2578,8088,860,1601,6944,728,419
6316,30.0,M,MN,1370,696,441,1396,924,450,2951,564,429,2250,236,406,948,167,402,1231,138,411,909,192,413,275
6320,34.0,F,MN,1639,3102,528,1594,3003,514,3460,2388,503,2850,2141,515,1227,1815,520,1681,2138,561,1178,1993,536,315
6321,28.0,F,MN,1686,3802,543,1664,3827,536,3718,3982,540,3265,4533,590,1412,4057,599,1927,4328,643,1387,4696,631,353
6323,45.0,M,WI,1885,6537,607,1876,6567,604,4418,7272,642,4814,8690,869,1716,6902,728,2350,7250,784,1772,7903,806,332
6326,32.0,M,MN,1694,3913,546,1625,3331,523,3590,3096,522,2882,2316,521,1500,4997,636,1964,4636,655,1430,5246,650,108
6327,23.0,F,MN,2219,8627,714,2084,8064,671,4815,8156,700,3917,7259,707,1829,7554,776,2242,6641,748,1576,6744,717,585
6328,31.0,F,DC,1675,3656,540,1649,3611,531,3700,3786,538,3100,3634,560,1353,3349,574,1756,2814,586,1244,2823,566,332
6329,53.0,M,WI,1731,4574,558,1697,4316,547,3733,4119,543,3608,6200,651,1651,6454,700,2306,7027,769,1462,5633,665,456
6331,54.0,M,MN,1883,6509,606,1904,6859,613,4289,6870,623,3266,4540,590,1650,6441,700,2249,6679,750,1558,6617,708,330
6333,34.0,F,MN,1654,3345,533,1664,3815,536,3673,3568,534,3078,3484,556,1312,2839,557,1748,2740,583,1173,1919,533,336
6335,42.0,M,IA,1616,2831,520,1519,2101,489,3454,2366,502,2992,2921,540,1346,3274,571,1813,3332,605,1381,4607,628,315
6337,44.0,F,MN,1696,3939,546,1702,4404,548,3760,4304,546,3165,3996,572,1346,3261,571,1720,2473,574,1275,3214,580,345
6338,48.0,M,MN,1662,3475,535,1612,3189,519,3437,2275,499,2844,2103,514,1287,2485,546,1961,4609,654,1355,4260,616,412
6339,61.0,M,MN,1649,3249,531,1654,3701,533,3603,3166,524,2939,2615,531,1302,2714,552,1741,2679,581,1257,3002,572,285
6340,38.0,M,MN,1534,2049,494,1549,2420,499,3681,3624,535,3606,6194,651,1804,7394,765,2486,7782,829,1696,7531,771,281
6341,44.0,M,MN,1792,5503,577,2082,8052,670,4951,8363,719,4407,8226,796,1951,8069,827,2543,7969,848,1887,8380,858,548
6342,66.0,M,MN,1806,5724,582,1813,5900,584,3989,5522,580,3245,4384,586,1370,3560,581,1734,2609,578,1304,3581,593,549
6343,50.0,F,MO,1774,5264,571,1704,4427,549,3823,4651,556,3117,3751,563,1320,2956,560,1708,2371,570,1192,2159,542,336
6344,42.0,M,MN,1729,4516,557,1710,4550,551,3707,3859,539,3085,3538,557,1397,3897,592,1889,3992,630,1384,4659,629,436
6345,26.0,F,MN,1700,3998,547,1684,4118,542,3716,3962,540,3007,3035,543,1300,2678,551,1849,3627,617,1334,3955,607,327
6346,42.0,F,IA,1521,1883,490,1535,2278,494,3386,2051,492,2856,2182,516,1286,2474,545,1694,2240,565,1163,1804,529,277
6347,60.0,M,MN,1606,2744,517,1602,3066,516,3587,3086,521,3083,3532,557,1329,3055,564,1871,3820,624,1456,5555,662,321
6348,27.0,M,WI,1650,3273,531,1588,2930,512,3550,2874,516,2846,2113,514,1367,3509,580,1896,4037,632,1342,4072,610,306
6349,61.0,M,WI,1806,5714,582,1655,3707,533,3607,3185,524,2977,2825,538,1300,2698,552,1805,3262,602,1276,3234,580,417
6353,48.0,F,CO,1677,3685,540,1645,3556,530,3645,3411,530,3159,3971,571,1392,3833,590,2178,6278,726,1616,7043,735,430
6356,34.0,F,IA,1472,1406,474,1474,1572,475,3364,1873,489,3078,3488,556,1366,3500,579,2017,5091,673,1352,4202,615,303
6357,52.0,M,MN,1720,4299,554,1716,4693,553,4018,5660,584,3393,5203,613,1450,4489,615,1851,3648,617,1263,3089,575,342
6358,30.0,M,MN,1892,6593,609,1900,6818,612,4852,8231,705,4274,8045,772,1852,7679,785,2457,7668,819,1692,7511,769,399
6359,30.0,M,MN,1709,4138,550,1649,3612,531,3528,2788,513,2831,2037,511,1240,1957,526,1700,2293,567,1134,1505,516,402
6360,30.0,F,TX,1728,4457,556,1708,4509,550,3719,3994,541,3085,3543,557,1456,4540,618,2048,5305,683,1327,3870,604,426
6362,50.0,M,MN,1659,3425,534,1600,3057,515,3984,5487,579,3810,6954,688,1659,6517,704,2359,7292,787,1663,7355,756,299
6363,41.0,F,NV,1952,7222,629,1974,7443,636,3443,2308,500,2766,1710,500,1193,1466,506,1957,4575,653,1507,6138,685,442
6364,14.0,F,MN,1627,2951,524,1671,3929,538,3833,4702,557,3256,4482,588,1535,5362,651,1913,4194,638,1247,2866,567,382
6365,16.0,M,MN,1588,2560,511,1535,2273,494,3396,2096,494,2729,1518,493,1190,1442,505,1553,1216,518,1071,940,487,304
6366,16.0,F,MN,1890,6571,609,2098,8129,676,5584,8795,811,4803,8683,867,2114,8569,897,2595,8140,865,1603,6958,729,460
6367,16.0,M,GA,1615,2826,520,1547,2402,498,3510,2690,510,3047,3304,550,1503,5036,638,1900,4073,634,1503,6092,683,301
6368,16.0,F,MN,1799,5590,579,1738,5022,560,4236,6681,616,4548,8441,821,1972,8152,836,2298,6981,766,1641,7211,746,322
6375,20.0,F,OK,1725,4401,556,1796,5674,579,4076,5939,592,3339,4940,603,1457,4552,618,2084,5602,695,1438,5362,654,555
6376,20.0,M,MN,1670,3584,538,1598,3037,515,3562,2946,518,3262,4512,589,1341,3214,569,2121,5904,707,1256,2997,571,443
6377,20.0,F,MN,1745,4843,562,1735,4984,559,3925,5202,570,3391,5187,612,1505,5057,638,1886,3967,629,1284,3342,584,378
6378,20.0,M,WI,1577,2455,508,1519,2102,489,3334,1732,485,2766,1707,500,1280,2397,543,2095,5692,699,1418,5108,645,345
6379,20.0,M,MN,1828,5973,589,1814,5919,584,3991,5539,580,3240,4345,585,1396,3887,592,1870,3809,624,1387,4697,631,455
6380,20.0,M,MN,1661,3459,535,1553,2458,500,3353,1819,487,2920,2500,527,1352,3332,573,1911,4174,637,1376,4532,626,309
6381,20.0,F,MN,1580,2481,509,1651,3635,532,3691,3695,536,3113,3736,562,1367,3504,580,1753,2777,585,1200,2253,546,341
6382,20.0,M,MN,1903,6714,613,1899,6809,612,4358,7074,633,3466,5562,626,1678,6648,711,2273,6830,758,1409,4995,641,637
6383,20.0,M,MN,1458,1302,470,1452,1384,468,3209,1261,466,2609,1049,471,1125,909,477,1525,1034,509,1074,966,489,361
6384,21.0,F,IL,1543,2141,497,1564,2573,504,3658,3486,532,3237,4326,585,1404,3985,596,1797,3174,599,1142,1582,519,299
6385,21.0,F,MN,1681,3748,542,1664,3821,536,3696,3747,537,3119,3758,563,1422,4167,603,1974,4728,658,1444,5426,657,276
6386,21.0,M,NY,1805,5693,581,1834,6196,591,4047,5807,588,3230,4294,583,1680,6657,712,2770,8583,924,1993,8639,906,452
6387,21.0,F,MN,1740,4751,560,1718,4725,553,3734,4129,543,3072,3451,555,1347,3287,572,1753,2775,585,1218,2496,554,423
6389,21.0,M,MN,1946,7163,627,1888,6703,608,4238,6685,616,4873,8723,880,2440,8822,1035,2747,8538,916,2049,8705,932,354
6390,21.0,M,MN,1649,3257,531,1564,2574,504,3427,2230,498,2843,2102,514,1273,2306,540,1785,3085,595,1262,3066,574,308
6391,21.0,F,MN,1786,5419,575,1734,4953,558,4079,5957,593,3477,5629,628,1554,5568,659,2033,5208,678,1391,4736,632,426
6392,21.0,M,IA,1872,6414,603,1822,6029,587,4050,5822,589,3693,6550,667,1543,5449,654,2066,5457,689,1352,4203,615,369
6393,21.0,M,MN,1635,3042,527,1570,2644,506,3481,2493,506,2799,1853,506,1224,1783,519,1583,1406,528,1064,892,484,320
6394,22.0,M,MN,1870,6399,602,1860,6420,599,3904,5096,567,3877,7148,700,2001,8271,849,2744,8532,915,1770,7892,805,467
6395,22.0,M,MN,2132,8414,687,2101,8151,677,4421,7282,642,3587,6122,648,1585,5861,672,1966,4668,656,1396,4814,635,444
6397,22.0,F,MN,1796,5555,578,1886,6681,607,4091,6012,595,3648,6391,659,1651,6448,700,2191,6349,731,1532,6361,697,396
6399,22.0,M,MN,1582,2498,510,1603,3079,516,3551,2881,516,3514,5813,635,1485,4859,630,2279,6864,760,1448,5458,658,292
6400,22.0,F,MN,1580,2480,509,1651,3638,532,3691,3697,536,3113,3735,562,1367,3507,580,1753,2779,585,1200,2254,546,341
6401,22.0,M,MN,1674,3637,539,1605,3112,517,3545,2858,515,2910,2448,526,1506,5076,639,2613,8196,871,1507,6141,685,359
6403,22.0,M,MN,1758,5025,566,1769,5417,570,4526,7583,658,4489,8358,810,1718,6912,729,2512,7865,838,1620,7067,737,403
6404,22.0,F,MN,1823,5925,587,1781,5534,574,4007,5621,582,3421,5318,618,2169,8678,920,2016,5085,672,1482,5885,674,721
6406,22.0,F,WI,1855,6233,597,2083,8059,671,5072,8476,737,4941,8752,892,2140,8638,908,2709,8460,903,1865,8299,848,377
6408,23.0,M,MN,1644,3179,530,1684,4126,542,3631,3335,528,3028,3167,547,1424,4190,604,2047,5300,683,1571,6715,715,548
6411,23.0,M,WI,1578,2463,508,1482,1635,477,3137,980,456,2465,597,445,1040,411,441,1643,1814,548,1189,2119,541,369
6412,23.0,F,MN,1769,5186,570,1765,5377,568,4121,6164,599,3281,4621,593,1522,5243,646,2057,5386,686,1480,5855,673,293
6413,23.0,M,MN,1644,3174,530,1571,2672,506,3439,2282,500,2787,1800,503,1173,1297,498,1505,926,502,1034,694,470,316
6414,23.0,M,MN,1600,2691,515,1560,2525,502,3433,2263,499,3287,4659,594,1681,6677,713,2734,8506,912,1676,7427,762,303
6416,23.0,F,MN,2041,7901,657,2467,8818,795,5637,8807,819,4917,8744,888,2294,8782,973,2906,8726,969,1684,7468,766,331
6418,23.0,M,MN,1803,5659,581,1703,4418,549,3680,3615,535,2971,2794,537,1350,3313,572,1858,3701,620,1342,4071,610,377
6419,23.0,F,MN,1635,3045,527,1578,2782,508,3488,2526,507,2892,2357,522,1292,2552,548,1750,2754,584,1266,3118,576,332
6420,23.0,M,MN,1522,1905,490,1547,2411,498,3379,2004,491,2692,1343,486,1143,1041,485,1461,724,487,1067,916,485,295
6423,23.0,F,MN,1731,4567,558,1700,4373,548,3741,4179,544,3810,6958,688,2135,8619,905,2309,7042,770,1611,7015,733,422
6424,24.0,F,MN,2162,8482,696,2065,7974,665,5592,8798,812,5212,8809,941,2082,8481,883,2820,8645,940,1741,7754,792,690
6425,24.0,F,MN,1770,5192,570,1735,4977,559,3874,4943,563,3454,5501,624,1644,6391,697,2135,5994,712,1482,5872,674,380
6426,24.0,F,WI,1786,5420,575,1734,4951,558,3665,3530,533,2958,2721,534,1274,2320,540,1713,2413,571,1278,3260,581,426
6429,24.0,M,MN,1712,4188,551,1735,4985,559,3735,4141,543,3325,4877,600,1416,4102,601,2002,4958,668,1300,3536,591,465
6430,24.0,M,MN,1461,1318,470,1469,1523,473,3247,1387,472,3159,3969,570,1602,6046,680,2167,6229,723,1415,5076,644,276
6432,24.0,F,ND,2087,8156,672,2230,8567,718,4157,6304,604,3655,6418,660,1727,6968,732,2451,7649,817,1425,5198,648,723
6436,24.0,F,MN,1551,2206,499,1541,2353,496,3581,3046,520,3064,3407,553,1354,3366,574,1849,3631,617,1315,3725,598,290
6437,24.0,F,MN,1487,1520,479,1526,2170,491,3219,1300,468,2714,1435,490,1174,1308,498,1605,1539,535,1139,1543,518,711
6438,24.0,M,TN,1691,3867,545,1634,3440,526,3636,3360,528,2954,2694,533,1296,2623,550,1688,2190,563,1133,1496,515,310
6440,24.0,M,MN,1457,1293,469,1402,951,452,3010,647,437,2464,592,445,1073,572,455,1402,487,468,1020,612,464,279
6441,24.0,F,WI,1815,5824,584,1800,5726,580,4033,5747,586,3609,6210,652,1742,7061,739,2221,6528,741,1384,4665,630,549
6442,24.0,F,MN,1660,3430,535,1647,3592,531,3688,3683,536,3104,3661,561,1390,3815,590,1782,3047,594,1327,3863,603,384
6443,24.0,M,MN,2013,7710,648,1909,6927,615,4657,7859,677,4703,8594,849,2219,8725,941,2844,8669,948,2004,8653,911,633
6444,24.0,F,MN,1687,3818,543,1652,3656,532,3749,4238,545,3250,4438,587,1463,4622,621,2023,5139,675,1532,6359,696,358
6446,24.0,M,MN,2043,7917,658,2018,7717,650,4672,7881,679,4778,8659,863,2176,8690,923,2811,8636,937,2195,8798,998,678
6447,24.0,F,SD,2000,7608,644,2103,8163,677,4872,8259,708,3874,7143,700,1910,7908,810,2538,7950,846,1866,8307,848,682
6448,24.0,F,MN,1738,4716,560,1695,4275,546,3773,4373,548,3135,3857,566,1365,3487,579,1872,3833,624,1299,3522,591,361
6449,24.0,F,MN,1728,4476,557,1844,6288,594,3980,5460,578,3286,4650,593,1381,3707,586,1837,3511,613,1261,3055,573,557
6450,24.0,F,NY,1732,4607,558,1832,6165,590,3937,5260,572,3417,5304,617,1489,4909,632,1940,4431,647,1406,4960,639,316
6451,24.0,M,WI,1846,6163,595,1771,5434,570,3792,4494,551,3148,3922,569,1395,3880,592,1925,4304,642,1397,4834,635,670
6452,24.0,M,MN,1869,6385,602,1819,5995,586,4216,6571,613,3988,7441,720,1841,7599,781,2573,8081,858,1636,7175,744,580
6453,24.0,M,IA,1729,4508,557,1675,4001,540,3581,3044,520,2860,2203,517,1260,2147,534,1662,1979,554,1158,1750,527,420
6454,24.0,F,MN,1998,7589,643,1937,7209,624,4168,6345,606,3310,4788,598,1431,4280,607,1912,4185,638,1596,6891,726,402
6456,25.0,F,WI,1565,2343,504,1586,2892,511,3414,2177,496,2855,2177,516,1228,1833,521,1806,3267,602,1227,2606,558,313
6457,25.0,M,MN,1723,4364,555,1670,3906,538,3653,3456,531,2989,2896,540,1262,2180,535,1646,1832,549,1163,1807,529,560
6458,25.0,F,MN,1975,7389,636,1911,6950,616,4383,7167,637,3911,7238,706,1650,6435,700,2171,6246,724,1561,6641,710,371
6459,25.0,M,MN,1477,1438,476,1467,1508,473,3150,1019,458,2611,1057,472,1147,1070,486,1532,1070,511,1111,1256,505,276
6461,25.0,F,MN,1926,6973,620,1780,5526,573,3932,5229,571,3286,4655,594,1504,5046,638,2104,5756,702,1534,6379,698,571
6462,25.0,F,MN,2062,8044,664,1993,7572,642,4361,7088,634,3535,5902,638,1541,5428,654,2004,4977,668,1411,5020,642,608
6465,25.0,F,MN,1640,3125,528,1688,4165,544,4204,6520,611,4032,7535,728,1740,7056,738,2240,6622,747,1662,7338,756,544
6466,25.0,F,WI,1855,6240,597,2083,8056,671,5072,8474,737,4942,8753,892,2140,8634,907,2710,8462,904,1865,8301,848,378
6468,25.0,M,MN,1750,4916,564,1657,3734,534,3627,3304,527,2804,1873,506,1216,1701,516,1771,2963,591,1199,2242,545,393
6469,25.0,F,MN,1771,5203,570,1763,5341,568,3879,4963,564,3276,4592,592,1444,4431,613,1898,4063,633,1297,3508,590,429
6470,25.0,M,MN,1746,4852,562,1717,4714,553,3870,4922,562,4081,7634,737,1828,7544,775,2287,6912,763,1453,5526,661,323
6472,25.0,F,NY,1781,5361,574,1695,4277,546,3750,4248,545,3261,4510,589,1401,3945,594,1838,3521,613,1209,2379,550,347
6473,25.0,F,IL,2012,7703,648,1959,7348,631,4256,6742,618,3584,6107,647,1570,5712,666,2094,5680,698,1422,5164,647,656
6474,25.0,M,IL,2012,7706,648,1960,7352,631,4256,6741,618,3584,6105,647,1570,5718,666,2094,5683,698,1422,5154,646,656
6475,25.0,M,MN,1672,3613,538,1602,3062,516,3518,2727,511,2934,2580,530,1307,2777,555,1725,2537,575,1188,2097,540,395
6476,25.0,F,MN,1748,4888,563,1790,5610,576,4306,6923,626,4059,7596,733,1778,7261,754,2366,7323,789,1552,6561,706,423
6477,25.0,M,IL,1655,3355,533,1565,2587,504,3473,2452,505,2812,1919,508,1207,1601,512,1541,1142,514,1065,904,484,343
6480,26.0,F,MN,1769,5187,570,1804,5771,581,3970,5407,577,3322,4860,600,1459,4582,619,1908,4149,636,1355,4247,616,441
6482,26.0,M,MN,1814,5812,584,1943,7246,626,4656,7854,677,4643,8538,838,2108,8550,894,2815,8643,939,1850,8239,841,398
6483,26.0,M,MN,2051,7968,661,2174,8448,700,4477,7471,651,3845,7049,694,1731,6992,734,2192,6355,731,1669,7382,759,704
6484,26.0,F,MN,1769,5182,570,1803,5761,581,3834,4708,557,3491,5697,630,1588,5885,673,2350,7248,784,1397,4827,635,441
6485,26.0,F,MN,1924,6959,620,2093,8110,674,4861,8246,706,3907,7220,705,1634,6293,693,2208,6445,736,1497,6043,681,467
6486,26.0,M,MN,1634,3035,526,1579,2799,509,3604,3170,524,2809,1902,507,1215,1695,515,1680,2126,560,1111,1266,505,287
6488,26.0,F,WI,1732,4586,558,1713,4612,552,3712,3912,539,3374,5123,609,1628,6249,690,2068,5476,690,1553,6570,706,425
6489,26.0,F,MN,1813,5796,584,1776,5479,572,4391,7185,638,3959,7362,715,1797,7355,762,2369,7346,790,1491,5978,678,416
6490,26.0,M,WI,1692,3878,545,1702,4396,548,3574,3018,519,2927,2545,529,1298,2654,551,1736,2629,579,1267,3126,576,326
6492,26.0,F,MN,2068,8073,666,2088,8086,672,5444,8761,791,4686,8577,846,2256,8759,957,2915,8737,972,1941,8534,882,322
6493,26.0,M,MN,1650,3280,532,1633,3424,526,3672,3560,534,3391,5186,612,1839,7591,780,2502,7836,834,1659,7324,755,301
6495,26.0,M,MN,1532,2025,493,1617,3258,521,3829,4681,557,3588,6128,648,1486,4881,630,2210,6458,737,1572,6717,715,441
6496,26.0,M,WI,1671,3598,538,1682,4102,542,3822,4648,555,3515,5822,635,1570,5716,666,2014,5069,672,1477,5818,672,346
6497,26.0,M,MN,1609,2765,518,1667,3856,537,3710,3896,539,3044,3272,550,1335,3124,566,1871,3821,624,1330,3900,605,567
6501,26.0,M,MN,1653,3325,532,1633,3431,526,3937,5258,572,3739,6711,675,1599,6014,678,2156,6139,719,1580,6775,719,385
6502,26.0,F,MN,1844,6140,594,1847,6313,595,4087,5990,594,3958,7357,715,1721,6935,730,2395,7439,799,1550,6537,705,579
6503,27.0,F,MN,2019,7757,650,2192,8490,706,4380,7158,637,3725,6666,673,2078,8473,881,2636,8255,879,1722,7672,783,558
6504,27.0,F,MN,1698,3978,547,1702,4399,548,3839,4744,558,3441,5442,621,1437,4340,609,1875,3865,625,1374,4509,625,562
